Sort,Year,Sport,Gender,Event,Athlete,Medal,City,Country,Team,Code,Birthdate
3167,1998,Biathlon,M,4x7.5km Relay,Vladimir Dratshev,BRONZE,Nagano,Japan,Russia,RUS,
3168,1998,Biathlon,M,4x7.5km Relay,Viktor Maigourov,BRONZE,Nagano,Japan,Russia,RUS,
3169,1998,Biathlon,M,4x7.5km Relay,Pavel Mouslimov,BRONZE,Nagano,Japan,Russia,RUS,
3170,1998,Biathlon,M,4x7.5km Relay,Sergej Tarasov,BRONZE,Nagano,Japan,Russia,RUS,
3171,1998,Biathlon,F,4x7.5km Relay,Uschi Disl,GOLD,Nagano,Japan,Germany,DEU,
3172,1998,Biathlon,F,4x7.5km Relay,Katrin Apel,GOLD,Nagano,Japan,Germany,DEU,
3173,1998,Biathlon,F,4x7.5km Relay,Petra Behle-Schaaf,GOLD,Nagano,Japan,Germany,DEU,
3174,1998,Biathlon,F,4x7.5km Relay,Martina Zellner,GOLD,Nagano,Japan,Germany,DEU,
3175,1998,Biathlon,F,4x7.5km Relay,Galina Koukleva,SILVER,Nagano,Japan,Russia,RUS,
3176,1998,Biathlon,F,4x7.5km Relay,Albina Akhatova,SILVER,Nagano,Japan,Russia,RUS,
3177,1998,Biathlon,F,4x7.5km Relay,Olga Romasko,SILVER,Nagano,Japan,Russia,RUS,
3178,1998,Biathlon,F,4x7.5km Relay,Olga Melnik,SILVER,Nagano,Japan,Russia,RUS,
3179,1998,Biathlon,F,4x7.5km Relay,Gunn Margit Andreassen,BRONZE,Nagano,Japan,Norway,NOR,
3180,1998,Biathlon,F,4x7.5km Relay,Liv Grete Poiree,BRONZE,Nagano,Japan,Norway,NOR,
3181,1998,Biathlon,F,4x7.5km Relay,Annette Sikveland,BRONZE,Nagano,Japan,Norway,NOR,
3182,1998,Biathlon,F,4x7.5km Relay,Ann-Elen Skjelbreid,BRONZE,Nagano,Japan,Norway,NOR,
3183,1998,Bobsleigh,M,2-Man Bobsled,Pierre Fritz Lueders,GOLD,Nagano,Japan,Canada,CAN,
3184,1998,Bobsleigh,M,2-Man Bobsled,Dave MacEachern,GOLD,Nagano,Japan,Canada,CAN,
3185,1998,Bobsleigh,M,2-Man Bobsled,Antonio Tartaglia,GOLD,Nagano,Japan,Italy,ITA,
3186,1998,Bobsleigh,M,2-Man Bobsled,Günther Huber,GOLD,Nagano,Japan,Italy,ITA,
3187,1998,Bobsleigh,M,2-Man Bobsled,Christoph Langen,BRONZE,Nagano,Japan,Germany,DEU,
3188,1998,Bobsleigh,M,2-Man Bobsled,Markus Zimmermann,BRONZE,Nagano,Japan,Germany,DEU,
3189,1998,Bobsleigh,M,4-Man Bobsled,Markus Zimmermann,GOLD,Nagano,Japan,Germany,DEU,
3190,1998,Bobsleigh,M,4-Man Bobsled,Olaf Hampel,GOLD,Nagano,Japan,Germany,DEU,
3191,1998,Bobsleigh,M,4-Man Bobsled,Marco Jakobs,GOLD,Nagano,Japan,Germany,DEU,
3192,1998,Bobsleigh,M,4-Man Bobsled,Christoph Langen,GOLD,Nagano,Japan,Germany,DEU,
3193,1998,Bobsleigh,M,4-Man Bobsled,Markus Wasser,SILVER,Nagano,Japan,Switzerland,CHE,
3194,1998,Bobsleigh,M,4-Man Bobsled,Marcel Rohner,SILVER,Nagano,Japan,Switzerland,CHE,
3195,1998,Bobsleigh,M,4-Man Bobsled,Beat Seitz,SILVER,Nagano,Japan,Switzerland,CHE,
3196,1998,Bobsleigh,M,4-Man Bobsled,Markus Nüssli,SILVER,Nagano,Japan,Switzerland,CHE,
3197,1998,Bobsleigh,M,4-Man Bobsled,Bruno Mingeon,BRONZE,Nagano,Japan,France,FRA,
3198,1998,Bobsleigh,M,4-Man Bobsled,Max Robert,BRONZE,Nagano,Japan,France,FRA,
3199,1998,Bobsleigh,M,4-Man Bobsled,Emmanuel Hostache,BRONZE,Nagano,Japan,France,FRA,
3200,1998,Bobsleigh,M,4-Man Bobsled,Eric Le Chanony,BRONZE,Nagano,Japan,France,FRA,
3201,1998,Bobsleigh,M,4-Man Bobsled,Paul Attwood,BRONZE,Nagano,Japan,Great Britain,GBR,
3202,1998,Bobsleigh,M,4-Man Bobsled,Sean Olsson,BRONZE,Nagano,Japan,Great Britain,GBR,
3203,1998,Bobsleigh,M,4-Man Bobsled,Courtney Rumbolt,BRONZE,Nagano,Japan,Great Britain,GBR,
3204,1998,Bobsleigh,M,4-Man Bobsled,Dean Ward,BRONZE,Nagano,Japan,Great Britain,GBR,
3205,1998,Cross-Country Skiing,F,5km,Larissa Lasutina,GOLD,Nagano,Japan,Russia,RUS,
3206,1998,Cross-Country Skiing,F,5km,Katerina Neumannová,SILVER,Nagano,Japan,Czech Republic,CZE,
3207,1998,Cross-Country Skiing,F,5km,Bente Skari-Martinsen,BRONZE,Nagano,Japan,Norway,NOR,
3208,1998,Cross-Country Skiing,M,10km,Bjørn Dæhlie,GOLD,Nagano,Japan,Norway,NOR,
3209,1998,Cross-Country Skiing,M,10km,Markus Gandler,SILVER,Nagano,Japan,Austria,AUT,
3210,1998,Cross-Country Skiing,M,10km,Mika Myllylä,BRONZE,Nagano,Japan,Finland,FIN,
3211,1998,Cross-Country Skiing,F,15km,Olga Danilova,GOLD,Nagano,Japan,Russia,RUS,
3212,1998,Cross-Country Skiing,F,15km,Larissa Lasutina,SILVER,Nagano,Japan,Russia,RUS,
3213,1998,Cross-Country Skiing,F,15km,Anita Moen,BRONZE,Nagano,Japan,Norway,NOR,
3214,1998,Cross-Country Skiing,M,30km,Mika Myllylä,GOLD,Nagano,Japan,Finland,FIN,
3215,1998,Cross-Country Skiing,M,30km,Erling Jevne,SILVER,Nagano,Japan,Norway,NOR,
3216,1998,Cross-Country Skiing,M,30km,Silvio Fauner,BRONZE,Nagano,Japan,Italy,ITA,
3217,1998,Cross-Country Skiing,F,30km,Julija Tchepalova,GOLD,Nagano,Japan,Russia,RUS,
3218,1998,Cross-Country Skiing,F,30km,Stefania Belmondo,SILVER,Nagano,Japan,Italy,ITA,
3219,1998,Cross-Country Skiing,F,30km,Larissa Lasutina,BRONZE,Nagano,Japan,Russia,RUS,
3220,1998,Cross-Country Skiing,M,50km,Bjørn Dæhlie,GOLD,Nagano,Japan,Norway,NOR,
3221,1998,Cross-Country Skiing,M,50km,Niklas Jonsson,SILVER,Nagano,Japan,Sweden,SWE,
3222,1998,Cross-Country Skiing,M,50km,Christian Hoffmann,BRONZE,Nagano,Japan,Austria,AUT,
3223,1998,Cross-Country Skiing,F,5/10km Pursuit,Larissa Lasutina,GOLD,Nagano,Japan,Russia,RUS,
3224,1998,Cross-Country Skiing,F,5/10km Pursuit,Olga Danilova,SILVER,Nagano,Japan,Russia,RUS,
3225,1998,Cross-Country Skiing,F,5/10km Pursuit,Katerina Neumannová,BRONZE,Nagano,Japan,Czech Republic,CZE,
3226,1998,Cross-Country Skiing,M,10/15km Pursuit,Thomas Alsgård,GOLD,Nagano,Japan,Norway,NOR,
3227,1998,Cross-Country Skiing,M,10/15km Pursuit,Bjørn Dæhlie,SILVER,Nagano,Japan,Norway,NOR,
3228,1998,Cross-Country Skiing,M,10/15km Pursuit,Vladimir Smirnov,BRONZE,Nagano,Japan,Kazakhstan,KAZ,
3229,1998,Cross-Country Skiing,F,4x5km Relay,Larissa Lasutina,GOLD,Nagano,Japan,Russia,RUS,
3230,1998,Cross-Country Skiing,F,4x5km Relay,Olga Danilova,GOLD,Nagano,Japan,Russia,RUS,
3231,1998,Cross-Country Skiing,F,4x5km Relay,Nina Gavrilyuk,GOLD,Nagano,Japan,Russia,RUS,
3232,1998,Cross-Country Skiing,F,4x5km Relay,Yelena Välbe,GOLD,Nagano,Japan,Russia,RUS,
3233,1998,Cross-Country Skiing,F,4x5km Relay,Anita Moen,SILVER,Nagano,Japan,Norway,NOR,
3234,1998,Cross-Country Skiing,F,4x5km Relay,Elin Nilsen,SILVER,Nagano,Japan,Norway,NOR,
3235,1998,Cross-Country Skiing,F,4x5km Relay,Bente Skari-Martinsen,SILVER,Nagano,Japan,Norway,NOR,
3236,1998,Cross-Country Skiing,F,4x5km Relay,Marit Mikkelsplass,SILVER,Nagano,Japan,Norway,NOR,
3237,1998,Cross-Country Skiing,F,4x5km Relay,Stefania Belmondo,BRONZE,Nagano,Japan,Italy,ITA,
3238,1998,Cross-Country Skiing,F,4x5km Relay,Manuela di Centa,BRONZE,Nagano,Japan,Italy,ITA,
3239,1998,Cross-Country Skiing,F,4x5km Relay,Karin Moroder,BRONZE,Nagano,Japan,Italy,ITA,
3240,1998,Cross-Country Skiing,F,4x5km Relay,Gabriella Paruzzi,BRONZE,Nagano,Japan,Italy,ITA,
3241,1998,Cross-Country Skiing,M,4x10km Relay,Bjørn Dæhlie,GOLD,Nagano,Japan,Norway,NOR,
3242,1998,Cross-Country Skiing,M,4x10km Relay,Thomas Alsgård,GOLD,Nagano,Japan,Norway,NOR,
3243,1998,Cross-Country Skiing,M,4x10km Relay,Erling Jevne,GOLD,Nagano,Japan,Norway,NOR,
3244,1998,Cross-Country Skiing,M,4x10km Relay,Sture Sivertsen,GOLD,Nagano,Japan,Norway,NOR,
3245,1998,Cross-Country Skiing,M,4x10km Relay,Silvio Fauner,SILVER,Nagano,Japan,Italy,ITA,
3246,1998,Cross-Country Skiing,M,4x10km Relay,Fulvio Valbusa,SILVER,Nagano,Japan,Italy,ITA,
3247,1998,Cross-Country Skiing,M,4x10km Relay,Fabio Maj,SILVER,Nagano,Japan,Italy,ITA,
3248,1998,Cross-Country Skiing,M,4x10km Relay,Marco Albarello,SILVER,Nagano,Japan,Italy,ITA,
3249,1998,Cross-Country Skiing,M,4x10km Relay,Mika Myllylä,BRONZE,Nagano,Japan,Finland,FIN,
3250,1998,Cross-Country Skiing,M,4x10km Relay,Harri Kirvesniemi,BRONZE,Nagano,Japan,Finland,FIN,
3251,1998,Cross-Country Skiing,M,4x10km Relay,Jari Isometsä,BRONZE,Nagano,Japan,Finland,FIN,
3252,1998,Cross-Country Skiing,M,4x10km Relay,Sami Repo,BRONZE,Nagano,Japan,Finland,FIN,
3253,1998,Curling,M,Curling,Diego Perren,GOLD,Nagano,Japan,Switzerland,CHE,
3254,1998,Curling,M,Curling,Patrik Lörtscher,GOLD,Nagano,Japan,Switzerland,CHE,
3255,1998,Curling,M,Curling,Daniel Müller,GOLD,Nagano,Japan,Switzerland,CHE,
3256,1998,Curling,M,Curling,Dominic Andres,GOLD,Nagano,Japan,Switzerland,CHE,
3257,1998,Curling,M,Curling,Patrick Hürlimann,GOLD,Nagano,Japan,Switzerland,CHE,
3258,1998,Curling,M,Curling,Paul Savage,SILVER,Nagano,Japan,Canada,CAN,
3259,1998,Curling,M,Curling,Collin Mitchell,SILVER,Nagano,Japan,Canada,CAN,
3260,1998,Curling,M,Curling,Mike Harris,SILVER,Nagano,Japan,Canada,CAN,
3261,1998,Curling,M,Curling,Richard Hart,SILVER,Nagano,Japan,Canada,CAN,
3262,1998,Curling,M,Curling,George Karrys,SILVER,Nagano,Japan,Canada,CAN,
3263,1998,Curling,M,Curling,Jan Thoresen,BRONZE,Nagano,Japan,Norway,NOR,
3264,1998,Curling,M,Curling,Tore Torvbraaten,BRONZE,Nagano,Japan,Norway,NOR,
3265,1998,Curling,M,Curling,Eigil Ramsfjell,BRONZE,Nagano,Japan,Norway,NOR,
3266,1998,Curling,M,Curling,Anthon Grimsmo,BRONZE,Nagano,Japan,Norway,NOR,
3267,1998,Curling,M,Curling,Stig-Arne Gunnestad,BRONZE,Nagano,Japan,Norway,NOR,
3268,1998,Curling,F,Curling,Jan Betker,GOLD,Nagano,Japan,Canada,CAN,
3269,1998,Curling,F,Curling,Atina Ford,GOLD,Nagano,Japan,Canada,CAN,
3270,1998,Curling,F,Curling,Marcia Gudereit,GOLD,Nagano,Japan,Canada,CAN,
3271,1998,Curling,F,Curling,Sandra Schmirler,GOLD,Nagano,Japan,Canada,CAN,
3272,1998,Curling,F,Curling,Joan McCusker,GOLD,Nagano,Japan,Canada,CAN,
3273,1998,Curling,F,Curling,Jane Bidstrup,SILVER,Nagano,Japan,Denmark,DNK,
3274,1998,Curling,F,Curling,Helena Blach-Lavrsen,SILVER,Nagano,Japan,Denmark,DNK,
3275,1998,Curling,F,Curling,Dorthe Holm,SILVER,Nagano,Japan,Denmark,DNK,
3276,1998,Curling,F,Curling,Margit Poertner,SILVER,Nagano,Japan,Denmark,DNK,
3277,1998,Curling,F,Curling,Trine Qvist,SILVER,Nagano,Japan,Denmark,DNK,
3278,1998,Curling,F,Curling,Elisabet Gustafson,BRONZE,Nagano,Japan,Sweden,SWE,
3279,1998,Curling,F,Curling,Margaretha Lindahl,BRONZE,Nagano,Japan,Sweden,SWE,
3280,1998,Curling,F,Curling,Louise Marmont,BRONZE,Nagano,Japan,Sweden,SWE,
3281,1998,Curling,F,Curling,Katarina Nyberg,BRONZE,Nagano,Japan,Sweden,SWE,
3282,1998,Curling,F,Curling,Elisabeth Persson,BRONZE,Nagano,Japan,Sweden,SWE,
3283,1998,Figure Skating,M,Individual,Ilia Kulik,GOLD,Nagano,Japan,Russia,RUS,
3284,1998,Figure Skating,M,Individual,Elvis Stojko,SILVER,Nagano,Japan,Canada,CAN,
3285,1998,Figure Skating,M,Individual,Philippe Candeloro,BRONZE,Nagano,Japan,France,FRA,
3286,1998,Figure Skating,F,Individual,Tara Lipinski,GOLD,Nagano,Japan,United States,USA,
3287,1998,Figure Skating,F,Individual,Michelle Kwan,SILVER,Nagano,Japan,United States,USA,
3288,1998,Figure Skating,F,Individual,Lu Chen,BRONZE,Nagano,Japan,China,CHN,
3289,1998,Figure Skating,M,Pairs,Artur Dmitriyev,GOLD,Nagano,Japan,Russia,RUS,
3290,1998,Figure Skating,F,Pairs,Oksana Kazakova,GOLD,Nagano,Japan,Russia,RUS,
3291,1998,Figure Skating,M,Pairs,Anton Sikharulidze,SILVER,Nagano,Japan,Russia,RUS,
3292,1998,Figure Skating,F,Pairs,Elena Berezhnaya,SILVER,Nagano,Japan,Russia,RUS,
3293,1998,Figure Skating,M,Pairs,Ingo Steuer,BRONZE,Nagano,Japan,Germany,DEU,
3294,1998,Figure Skating,F,Pairs,Mandy Wötzel,BRONZE,Nagano,Japan,Germany,DEU,
3295,1998,Figure Skating,M,Ice Dancing,Yevgeny Platov,GOLD,Nagano,Japan,Russia,RUS,
3296,1998,Figure Skating,F,Ice Dancing,Oksana Grichuk,GOLD,Nagano,Japan,Russia,RUS,
3297,1998,Figure Skating,M,Ice Dancing,Oleg Ovsyannikov,SILVER,Nagano,Japan,Russia,RUS,
3298,1998,Figure Skating,F,Ice Dancing,Anjelika Krylova,SILVER,Nagano,Japan,Russia,RUS,
3299,1998,Figure Skating,M,Ice Dancing,Gwendal Peizerat,BRONZE,Nagano,Japan,France,FRA,
3300,1998,Figure Skating,F,Ice Dancing,Marina Anissina,BRONZE,Nagano,Japan,France,FRA,
3301,1998,Freestyle Skiing,M,Aerials,Eric Bergoust,GOLD,Nagano,Japan,United States,USA,
3302,1998,Freestyle Skiing,M,Aerials,Sebastien Foucras,SILVER,Nagano,Japan,France,FRA,
3303,1998,Freestyle Skiing,M,Aerials,Dmitri Dashchinsky,BRONZE,Nagano,Japan,Belarus,BLR,
3304,1998,Freestyle Skiing,F,Aerials,Nikki Stone,GOLD,Nagano,Japan,United States,USA,
3305,1998,Freestyle Skiing,F,Aerials,Nannan Xu,SILVER,Nagano,Japan,China,CHN,
3306,1998,Freestyle Skiing,F,Aerials,Colette Brand,BRONZE,Nagano,Japan,Switzerland,CHE,
3307,1998,Freestyle Skiing,M,Moguls,Jonny Moseley,GOLD,Nagano,Japan,United States,USA,
3308,1998,Freestyle Skiing,M,Moguls,Janne Lahtela,SILVER,Nagano,Japan,Finland,FIN,
3309,1998,Freestyle Skiing,M,Moguls,Sami Mustonen,BRONZE,Nagano,Japan,Finland,FIN,
3310,1998,Freestyle Skiing,F,Moguls,Tae Satoya,GOLD,Nagano,Japan,Japan,JPN,
3311,1998,Freestyle Skiing,F,Moguls,Tatjana Mittermayer,SILVER,Nagano,Japan,Germany,DEU,
3312,1998,Freestyle Skiing,F,Moguls,Kari Trå,BRONZE,Nagano,Japan,Norway,NOR,
3313,1998,Ice Hockey,M,Ice Hockey,Josef Beranek,GOLD,Nagano,Japan,Czech Republic,CZE,
3314,1998,Ice Hockey,M,Ice Hockey,Jan Caloun,GOLD,Nagano,Japan,Czech Republic,CZE,
3315,1998,Ice Hockey,M,Ice Hockey,Roman Cechmanek,GOLD,Nagano,Japan,Czech Republic,CZE,
3316,1998,Ice Hockey,M,Ice Hockey,Jiri Dopita,GOLD,Nagano,Japan,Czech Republic,CZE,
3317,1998,Ice Hockey,M,Ice Hockey,Roman Hamrlik,GOLD,Nagano,Japan,Czech Republic,CZE,
3318,1998,Ice Hockey,M,Ice Hockey,Dominik Hasek,GOLD,Nagano,Japan,Czech Republic,CZE,
3319,1998,Ice Hockey,M,Ice Hockey,Milan Hejduk,GOLD,Nagano,Japan,Czech Republic,CZE,
3320,1998,Ice Hockey,M,Ice Hockey,Milan Hnilicka,GOLD,Nagano,Japan,Czech Republic,CZE,
3321,1998,Ice Hockey,M,Ice Hockey,Jaromir Jagr,GOLD,Nagano,Japan,Czech Republic,CZE,
3322,1998,Ice Hockey,M,Ice Hockey,Frantisek Kucera,GOLD,Nagano,Japan,Czech Republic,CZE,
3323,1998,Ice Hockey,M,Ice Hockey,Robert Lang,GOLD,Nagano,Japan,Czech Republic,CZE,
3324,1998,Ice Hockey,M,Ice Hockey,David Moravec,GOLD,Nagano,Japan,Czech Republic,CZE,
3325,1998,Ice Hockey,M,Ice Hockey,Pavel Patera,GOLD,Nagano,Japan,Czech Republic,CZE,
3326,1998,Ice Hockey,M,Ice Hockey,Libor Prochazka,GOLD,Nagano,Japan,Czech Republic,CZE,
3327,1998,Ice Hockey,M,Ice Hockey,Martin Prochazka,GOLD,Nagano,Japan,Czech Republic,CZE,
3328,1998,Ice Hockey,M,Ice Hockey,Robert Reichel,GOLD,Nagano,Japan,Czech Republic,CZE,
3329,1998,Ice Hockey,M,Ice Hockey,Vladimír Rozicka,GOLD,Nagano,Japan,Czech Republic,CZE,
3330,1998,Ice Hockey,M,Ice Hockey,Martin Rucinsky,GOLD,Nagano,Japan,Czech Republic,CZE,
3331,1998,Ice Hockey,M,Ice Hockey,Jirí Slégr,GOLD,Nagano,Japan,Czech Republic,CZE,
3332,1998,Ice Hockey,M,Ice Hockey,Richard Smehlík,GOLD,Nagano,Japan,Czech Republic,CZE,
3333,1998,Ice Hockey,M,Ice Hockey,Jaroslav Spacek,GOLD,Nagano,Japan,Czech Republic,CZE,
3334,1998,Ice Hockey,M,Ice Hockey,Martin Straka,GOLD,Nagano,Japan,Czech Republic,CZE,
3335,1998,Ice Hockey,M,Ice Hockey,Petr Svoboda,GOLD,Nagano,Japan,Czech Republic,CZE,
3336,1998,Ice Hockey,M,Ice Hockey,Serguei Nemtchinov,SILVER,Nagano,Japan,Russia,RUS,
3337,1998,Ice Hockey,M,Ice Hockey,Mikhail Shtalenkov,SILVER,Nagano,Japan,Russia,RUS,
3338,1998,Ice Hockey,M,Ice Hockey,Boris Mironov,SILVER,Nagano,Japan,Russia,RUS,
3339,1998,Ice Hockey,M,Ice Hockey,Dmitry Mironov,SILVER,Nagano,Japan,Russia,RUS,
3340,1998,Ice Hockey,M,Ice Hockey,Alexei Morozov,SILVER,Nagano,Japan,Russia,RUS,
3341,1998,Ice Hockey,M,Ice Hockey,Aleksey Gusarov,SILVER,Nagano,Japan,Russia,RUS,
3342,1998,Ice Hockey,M,Ice Hockey,Alexei Iachine,SILVER,Nagano,Japan,Russia,RUS,
3343,1998,Ice Hockey,M,Ice Hockey,Alexei Jamnov,SILVER,Nagano,Japan,Russia,RUS,
3344,1998,Ice Hockey,M,Ice Hockey,Valery Kamensky,SILVER,Nagano,Japan,Russia,RUS,
3345,1998,Ice Hockey,M,Ice Hockey,Darius Kasparaitis,SILVER,Nagano,Japan,Russia,RUS,
3346,1998,Ice Hockey,M,Ice Hockey,Pavel Bure,SILVER,Nagano,Japan,Russia,RUS,
3347,1998,Ice Hockey,M,Ice Hockey,Valeri Bure,SILVER,Nagano,Japan,Russia,RUS,
3348,1998,Ice Hockey,M,Ice Hockey,Sergei Fedorov,SILVER,Nagano,Japan,Russia,RUS,
3349,1998,Ice Hockey,M,Ice Hockey,Alexei Zhamnov,SILVER,Nagano,Japan,Russia,RUS,
3350,1998,Ice Hockey,M,Ice Hockey,Andrey Kovalenko,SILVER,Nagano,Japan,Russia,RUS,
3351,1998,Ice Hockey,M,Ice Hockey,Igor Kravchuk,SILVER,Nagano,Japan,Russia,RUS,
3352,1998,Ice Hockey,M,Ice Hockey,Serguei Krivokrassov,SILVER,Nagano,Japan,Russia,RUS,
3353,1998,Ice Hockey,M,Ice Hockey,Guerman Titov,SILVER,Nagano,Japan,Russia,RUS,
3354,1998,Ice Hockey,M,Ice Hockey,Andrey Trefilov,SILVER,Nagano,Japan,Russia,RUS,
3355,1998,Ice Hockey,M,Ice Hockey,Alexei Yashin,SILVER,Nagano,Japan,Russia,RUS,
3356,1998,Ice Hockey,M,Ice Hockey,Dmitry Yushkevich,SILVER,Nagano,Japan,Russia,RUS,
3357,1998,Ice Hockey,M,Ice Hockey,Valeri Zelepoukine,SILVER,Nagano,Japan,Russia,RUS,
3358,1998,Ice Hockey,M,Ice Hockey,Aleksey Zhitnik,SILVER,Nagano,Japan,Russia,RUS,
3359,1998,Ice Hockey,M,Ice Hockey,Ville Peltonen,BRONZE,Nagano,Japan,Finland,FIN,
3360,1998,Ice Hockey,M,Ice Hockey,Kimmo Rintanen,BRONZE,Nagano,Japan,Finland,FIN,
3361,1998,Ice Hockey,M,Ice Hockey,Teemu Selaenne,BRONZE,Nagano,Japan,Finland,FIN,
3362,1998,Ice Hockey,M,Ice Hockey,Ari Sulander,BRONZE,Nagano,Japan,Finland,FIN,
3363,1998,Ice Hockey,M,Ice Hockey,Jukka Tammi,BRONZE,Nagano,Japan,Finland,FIN,
3364,1998,Ice Hockey,M,Ice Hockey,Esa Tikkanen,BRONZE,Nagano,Japan,Finland,FIN,
3365,1998,Ice Hockey,M,Ice Hockey,Kimmo Timonen,BRONZE,Nagano,Japan,Finland,FIN,
3366,1998,Ice Hockey,M,Ice Hockey,Antti Toermaenen,BRONZE,Nagano,Japan,Finland,FIN,
3367,1998,Ice Hockey,M,Ice Hockey,Juha Ylonen,BRONZE,Nagano,Japan,Finland,FIN,
3368,1998,Ice Hockey,M,Ice Hockey,Jarmo Myllys,BRONZE,Nagano,Japan,Finland,FIN,
3369,1998,Ice Hockey,M,Ice Hockey,Mika Nieminen,BRONZE,Nagano,Japan,Finland,FIN,
3370,1998,Ice Hockey,M,Ice Hockey,Janne Henrik Niinimaa,BRONZE,Nagano,Japan,Finland,FIN,
3371,1998,Ice Hockey,M,Ice Hockey,Teppo Numminen,BRONZE,Nagano,Japan,Finland,FIN,
3372,1998,Ice Hockey,M,Ice Hockey,Janne Laukkanen,BRONZE,Nagano,Japan,Finland,FIN,
3373,1998,Ice Hockey,M,Ice Hockey,Jere Lehtinen,BRONZE,Nagano,Japan,Finland,FIN,
3374,1998,Ice Hockey,M,Ice Hockey,Juha Lind,BRONZE,Nagano,Japan,Finland,FIN,
3375,1998,Ice Hockey,M,Ice Hockey,Jyrki Lumme,BRONZE,Nagano,Japan,Finland,FIN,
3376,1998,Ice Hockey,M,Ice Hockey,Jari Kurri,BRONZE,Nagano,Japan,Finland,FIN,
3377,1998,Ice Hockey,M,Ice Hockey,Sami Kapanen,BRONZE,Nagano,Japan,Finland,FIN,
3378,1998,Ice Hockey,M,Ice Hockey,Saku Koivu,BRONZE,Nagano,Japan,Finland,FIN,
3379,1998,Ice Hockey,M,Ice Hockey,Aki-Petteri Berg,BRONZE,Nagano,Japan,Finland,FIN,
3380,1998,Ice Hockey,M,Ice Hockey,Tomas Groenman,BRONZE,Nagano,Japan,Finland,FIN,
3381,1998,Ice Hockey,M,Ice Hockey,Raimo Helminen,BRONZE,Nagano,Japan,Finland,FIN,
3382,1998,Ice Hockey,F,Ice Hockey,Katie King,GOLD,Nagano,Japan,United States,USA,
3383,1998,Ice Hockey,F,Ice Hockey,Chris Bailey,GOLD,Nagano,Japan,United States,USA,
3384,1998,Ice Hockey,F,Ice Hockey,Laurie Baker,GOLD,Nagano,Japan,United States,USA,
3385,1998,Ice Hockey,F,Ice Hockey,Shelley Looney,GOLD,Nagano,Japan,United States,USA,
3386,1998,Ice Hockey,F,Ice Hockey,Sue Merz,GOLD,Nagano,Japan,United States,USA,
3387,1998,Ice Hockey,F,Ice Hockey,Allison Mleczko,GOLD,Nagano,Japan,United States,USA,
3388,1998,Ice Hockey,F,Ice Hockey,Tricia Dunn,GOLD,Nagano,Japan,United States,USA,
3389,1998,Ice Hockey,F,Ice Hockey,Cammi Granato,GOLD,Nagano,Japan,United States,USA,
3390,1998,Ice Hockey,F,Ice Hockey,Alana Blahoski,GOLD,Nagano,Japan,United States,USA,
3391,1998,Ice Hockey,F,Ice Hockey,Elizabeth Brown,GOLD,Nagano,Japan,United States,USA,
3392,1998,Ice Hockey,F,Ice Hockey,Karyn Bye,GOLD,Nagano,Japan,United States,USA,
3393,1998,Ice Hockey,F,Ice Hockey,Colleen Coyne,GOLD,Nagano,Japan,United States,USA,
3394,1998,Ice Hockey,F,Ice Hockey,Sara Decosta,GOLD,Nagano,Japan,United States,USA,
3395,1998,Ice Hockey,F,Ice Hockey,Angela Ruggiero,GOLD,Nagano,Japan,United States,USA,
3396,1998,Ice Hockey,F,Ice Hockey,Jennifer Schmidgall,GOLD,Nagano,Japan,United States,USA,
3397,1998,Ice Hockey,F,Ice Hockey,Tara Mounsey,GOLD,Nagano,Japan,United States,USA,
3398,1998,Ice Hockey,F,Ice Hockey,Victoria Movsessian,GOLD,Nagano,Japan,United States,USA,
3399,1998,Ice Hockey,F,Ice Hockey,Sarah Tueting,GOLD,Nagano,Japan,United States,USA,
3400,1998,Ice Hockey,F,Ice Hockey,Gretchen Ulion,GOLD,Nagano,Japan,United States,USA,
3401,1998,Ice Hockey,F,Ice Hockey,Sandra Whyte,GOLD,Nagano,Japan,United States,USA,
3402,1998,Ice Hockey,F,Ice Hockey,Vicky Sunohara,SILVER,Nagano,Japan,Canada,CAN,
3403,1998,Ice Hockey,F,Ice Hockey,Katheryn McCormack,SILVER,Nagano,Japan,Canada,CAN,
3404,1998,Ice Hockey,F,Ice Hockey,Laura Schuler,SILVER,Nagano,Japan,Canada,CAN,
3405,1998,Ice Hockey,F,Ice Hockey,Fiona Smith,SILVER,Nagano,Japan,Canada,CAN,
3406,1998,Ice Hockey,F,Ice Hockey,Hayley Wickenheiser,SILVER,Nagano,Japan,Canada,CAN,
3407,1998,Ice Hockey,F,Ice Hockey,Stacy Wilson,SILVER,Nagano,Japan,Canada,CAN,
3408,1998,Ice Hockey,F,Ice Hockey,Danielle Goyette,SILVER,Nagano,Japan,Canada,CAN,
3409,1998,Ice Hockey,F,Ice Hockey,Judy Diduck,SILVER,Nagano,Japan,Canada,CAN,
3410,1998,Ice Hockey,F,Ice Hockey,Nancy Drolet,SILVER,Nagano,Japan,Canada,CAN,
3411,1998,Ice Hockey,F,Ice Hockey,Lori Dupuis,SILVER,Nagano,Japan,Canada,CAN,
3412,1998,Ice Hockey,F,Ice Hockey,Jennifer Botterill,SILVER,Nagano,Japan,Canada,CAN,
3413,1998,Ice Hockey,F,Ice Hockey,Therese Brisson,SILVER,Nagano,Japan,Canada,CAN,
3414,1998,Ice Hockey,F,Ice Hockey,Cassie Campbell,SILVER,Nagano,Japan,Canada,CAN,
