Index,Year,Sport,Gender,Event,Athlete,Medal,City,Country,Team,Code,Birthdate
5691,1928,Art Contests,M,Sculpture Medals,Edwin Scharff,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5692,1928,Athletics,M,100m,Percy Williams,GOLD,Amsterdam,Netherlands,Canada,CAN,
5693,1928,Athletics,M,100m,Jack London,SILVER,Amsterdam,Netherlands,Great Britain,GBR,
5694,1928,Athletics,M,100m,Georg Lammers,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5695,1928,Athletics,F,100m,Elizabeth Robinson,GOLD,Amsterdam,Netherlands,United States,USA,
5696,1928,Athletics,F,100m,Fanny Rosenfeld,SILVER,Amsterdam,Netherlands,Canada,CAN,
5697,1928,Athletics,F,100m,Ethel Smith,BRONZE,Amsterdam,Netherlands,Canada,CAN,
5698,1928,Athletics,M,200m,Percy Williams,GOLD,Amsterdam,Netherlands,Canada,CAN,
5699,1928,Athletics,M,200m,Walter Rangeley,SILVER,Amsterdam,Netherlands,Great Britain,GBR,
5700,1928,Athletics,M,200m,Helmuth Körnig,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5701,1928,Athletics,M,400m,Raymond Barbuti,GOLD,Amsterdam,Netherlands,United States,USA,
5702,1928,Athletics,M,400m,James Ball,SILVER,Amsterdam,Netherlands,Canada,CAN,
5703,1928,Athletics,M,400m,Joachim Büchner,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5704,1928,Athletics,M,800m,Douglas Lowe,GOLD,Amsterdam,Netherlands,Great Britain,GBR,
5705,1928,Athletics,M,800m,Erik Byléhn,SILVER,Amsterdam,Netherlands,Sweden,SWE,
5706,1928,Athletics,M,800m,Hermann Engelhard,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5707,1928,Athletics,F,800m,Lina Radke,GOLD,Amsterdam,Netherlands,Germany,DEU,
5708,1928,Athletics,F,800m,Kinue Hitomi,SILVER,Amsterdam,Netherlands,Japan,JPN,
5709,1928,Athletics,F,800m,Inga Gentzel,BRONZE,Amsterdam,Netherlands,Sweden,SWE,
5710,1928,Athletics,M,1500m,Harry Larva,GOLD,Amsterdam,Netherlands,Finland,FIN,
5711,1928,Athletics,M,1500m,Jules Ladoumègue,SILVER,Amsterdam,Netherlands,France,FRA,
5712,1928,Athletics,M,1500m,Eino Purje-Borg,BRONZE,Amsterdam,Netherlands,Finland,FIN,
5713,1928,Athletics,M,5000m,Ville Ritola,GOLD,Amsterdam,Netherlands,Finland,FIN,
5714,1928,Athletics,M,5000m,Paavo Nurmi,SILVER,Amsterdam,Netherlands,Finland,FIN,
5715,1928,Athletics,M,5000m,Edvin Wide,BRONZE,Amsterdam,Netherlands,Sweden,SWE,
5716,1928,Athletics,M,10000m,Paavo Nurmi,GOLD,Amsterdam,Netherlands,Finland,FIN,
5717,1928,Athletics,M,10000m,Ville Ritola,SILVER,Amsterdam,Netherlands,Finland,FIN,
5718,1928,Athletics,M,10000m,Edvin Wide,BRONZE,Amsterdam,Netherlands,Sweden,SWE,
5719,1928,Athletics,M,Marathon,Bouguerra El Quafi,GOLD,Amsterdam,Netherlands,France,FRA,
5720,1928,Athletics,M,Marathon,Manuel Plaza Reyes,SILVER,Amsterdam,Netherlands,Chile,CHL,
5721,1928,Athletics,M,Marathon,Martti Marttelin,BRONZE,Amsterdam,Netherlands,Finland,FIN,
5722,1928,Athletics,M,110m Hurdles,Sidney Atkinson,GOLD,Amsterdam,Netherlands,South Africa,ZAF,
5723,1928,Athletics,M,110m Hurdles,Stephen Anderson,SILVER,Amsterdam,Netherlands,United States,USA,
5724,1928,Athletics,M,110m Hurdles,John Collier,BRONZE,Amsterdam,Netherlands,United States,USA,
5725,1928,Athletics,M,400m Hurdles,Lord David Burghley,GOLD,Amsterdam,Netherlands,Great Britain,GBR,
5726,1928,Athletics,M,400m Hurdles,Frank Cuhel,SILVER,Amsterdam,Netherlands,United States,USA,
5727,1928,Athletics,M,400m Hurdles,Morgan Taylor,BRONZE,Amsterdam,Netherlands,United States,USA,
5728,1928,Athletics,M,3000m Steeplechase,Toivo Loukola,GOLD,Amsterdam,Netherlands,Finland,FIN,
5729,1928,Athletics,M,3000m Steeplechase,Paavo Nurmi,SILVER,Amsterdam,Netherlands,Finland,FIN,
5730,1928,Athletics,M,3000m Steeplechase,Ove Andersen,BRONZE,Amsterdam,Netherlands,Finland,FIN,
5731,1928,Athletics,M,4x100m Relay,Frank Wykoff,GOLD,Amsterdam,Netherlands,United States,USA,
5732,1928,Athletics,M,4x100m Relay,Charles Borah,GOLD,Amsterdam,Netherlands,United States,USA,
5733,1928,Athletics,M,4x100m Relay,Jimmy Quinn,GOLD,Amsterdam,Netherlands,United States,USA,
5734,1928,Athletics,M,4x100m Relay,Hank Russell,GOLD,Amsterdam,Netherlands,United States,USA,
5735,1928,Athletics,M,4x100m Relay,Richard Corts,SILVER,Amsterdam,Netherlands,Germany,DEU,
5736,1928,Athletics,M,4x100m Relay,Hubert Houben,SILVER,Amsterdam,Netherlands,Germany,DEU,
5737,1928,Athletics,M,4x100m Relay,Helmuth Körnig,SILVER,Amsterdam,Netherlands,Germany,DEU,
5738,1928,Athletics,M,4x100m Relay,Georg Lammers,SILVER,Amsterdam,Netherlands,Germany,DEU,
5739,1928,Athletics,M,4x100m Relay,Cyril Gill,BRONZE,Amsterdam,Netherlands,Great Britain,GBR,
5740,1928,Athletics,M,4x100m Relay,Jack London,BRONZE,Amsterdam,Netherlands,Great Britain,GBR,
5741,1928,Athletics,M,4x100m Relay,Walter Rangeley,BRONZE,Amsterdam,Netherlands,Great Britain,GBR,
5742,1928,Athletics,M,4x100m Relay,Edward Smouha,BRONZE,Amsterdam,Netherlands,Great Britain,GBR,
5743,1928,Athletics,F,4x100m Relay,Ethel Smith,GOLD,Amsterdam,Netherlands,Canada,CAN,
5744,1928,Athletics,F,4x100m Relay,Fanny Rosenfeld,GOLD,Amsterdam,Netherlands,Canada,CAN,
5745,1928,Athletics,F,4x100m Relay,Florence Bell,GOLD,Amsterdam,Netherlands,Canada,CAN,
5746,1928,Athletics,F,4x100m Relay,Myrtle Cook,GOLD,Amsterdam,Netherlands,Canada,CAN,
5747,1928,Athletics,F,4x100m Relay,Elizabeth Robinson,SILVER,Amsterdam,Netherlands,United States,USA,
5748,1928,Athletics,F,4x100m Relay,Loretta McNeil,SILVER,Amsterdam,Netherlands,United States,USA,
5749,1928,Athletics,F,4x100m Relay,Jessie Cross,SILVER,Amsterdam,Netherlands,United States,USA,
5750,1928,Athletics,F,4x100m Relay,Mary Washburn,SILVER,Amsterdam,Netherlands,United States,USA,
5751,1928,Athletics,F,4x100m Relay,Leni Schmidt,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5752,1928,Athletics,F,4x100m Relay,Anni Holdmann,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5753,1928,Athletics,F,4x100m Relay,Leni Junker,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5754,1928,Athletics,F,4x100m Relay,Rosa Kellner,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5755,1928,Athletics,M,4x400m Relay,Frederick Alderman,GOLD,Amsterdam,Netherlands,United States,USA,
5756,1928,Athletics,M,4x400m Relay,George Baird,GOLD,Amsterdam,Netherlands,United States,USA,
5757,1928,Athletics,M,4x400m Relay,Raymond Barbuti,GOLD,Amsterdam,Netherlands,United States,USA,
5758,1928,Athletics,M,4x400m Relay,Bud Spencer,GOLD,Amsterdam,Netherlands,United States,USA,
5759,1928,Athletics,M,4x400m Relay,Richard Krebs,SILVER,Amsterdam,Netherlands,Germany,DEU,
5760,1928,Athletics,M,4x400m Relay,Harry Storz,SILVER,Amsterdam,Netherlands,Germany,DEU,
5761,1928,Athletics,M,4x400m Relay,Otto Neumann,SILVER,Amsterdam,Netherlands,Germany,DEU,
5762,1928,Athletics,M,4x400m Relay,Hermann Engelhard,SILVER,Amsterdam,Netherlands,Germany,DEU,
5763,1928,Athletics,M,4x400m Relay,James Ball,BRONZE,Amsterdam,Netherlands,Canada,CAN,
5764,1928,Athletics,M,4x400m Relay,Stanley Glover,BRONZE,Amsterdam,Netherlands,Canada,CAN,
5765,1928,Athletics,M,4x400m Relay,Alexander Wilson,BRONZE,Amsterdam,Netherlands,Canada,CAN,
5766,1928,Athletics,M,4x400m Relay,Philip Edwards,BRONZE,Amsterdam,Netherlands,Canada,CAN,
5767,1928,Athletics,M,High Jump,Bob King,GOLD,Amsterdam,Netherlands,United States,USA,
5768,1928,Athletics,M,High Jump,Benjamin Hedges,SILVER,Amsterdam,Netherlands,United States,USA,
5769,1928,Athletics,M,High Jump,Claude Ménard,BRONZE,Amsterdam,Netherlands,France,FRA,
5770,1928,Athletics,F,High Jump,Ethel Catherwood,GOLD,Amsterdam,Netherlands,Canada,CAN,
5771,1928,Athletics,F,High Jump,Carolina Gisolf,SILVER,Amsterdam,Netherlands,Netherlands,NLD,
5772,1928,Athletics,F,High Jump,Mildred Wiley,BRONZE,Amsterdam,Netherlands,United States,USA,
5773,1928,Athletics,M,Long Jump,Ed Hamm,GOLD,Amsterdam,Netherlands,United States,USA,
5774,1928,Athletics,M,Long Jump,Sylvio Cator,SILVER,Amsterdam,Netherlands,Haiti,HTI,
5775,1928,Athletics,M,Long Jump,Alfred Bates,BRONZE,Amsterdam,Netherlands,United States,USA,
5776,1928,Athletics,M,Pole Vault,Sabin Carr,GOLD,Amsterdam,Netherlands,United States,USA,
5777,1928,Athletics,M,Pole Vault,Bill Droegemuller,SILVER,Amsterdam,Netherlands,United States,USA,
5778,1928,Athletics,M,Pole Vault,Charles McGinnis,BRONZE,Amsterdam,Netherlands,United States,USA,
5779,1928,Athletics,M,Triple Jump,Mikio Oda,GOLD,Amsterdam,Netherlands,Japan,JPN,
5780,1928,Athletics,M,Triple Jump,Levi Casey,SILVER,Amsterdam,Netherlands,United States,USA,
5781,1928,Athletics,M,Triple Jump,Ville Tuulos,BRONZE,Amsterdam,Netherlands,Finland,FIN,
5782,1928,Athletics,M,Discus Throw,Bud Houser,GOLD,Amsterdam,Netherlands,United States,USA,
5783,1928,Athletics,M,Discus Throw,Antero Kivi,SILVER,Amsterdam,Netherlands,Finland,FIN,
5784,1928,Athletics,M,Discus Throw,James Corson,BRONZE,Amsterdam,Netherlands,United States,USA,
5785,1928,Athletics,F,Discus Throw,Halina Konopacka,GOLD,Amsterdam,Netherlands,Poland,POL,
5786,1928,Athletics,F,Discus Throw,Lillian Copeland,SILVER,Amsterdam,Netherlands,United States,USA,
5787,1928,Athletics,F,Discus Throw,Ruth Svedberg,BRONZE,Amsterdam,Netherlands,Sweden,SWE,
5788,1928,Athletics,M,Hammer Throw,Patrick O'Callaghan,GOLD,Amsterdam,Netherlands,Ireland,IRL,
5789,1928,Athletics,M,Hammer Throw,Ossian Skiöld,SILVER,Amsterdam,Netherlands,Sweden,SWE,
5790,1928,Athletics,M,Hammer Throw,Ed Black,BRONZE,Amsterdam,Netherlands,United States,USA,
5791,1928,Athletics,M,Javelin Throw,Erik Lundkvist,GOLD,Amsterdam,Netherlands,Sweden,SWE,
5792,1928,Athletics,M,Javelin Throw,Béla Szepes,SILVER,Amsterdam,Netherlands,Hungary,HUN,
5793,1928,Athletics,M,Javelin Throw,Olav Sunde,BRONZE,Amsterdam,Netherlands,Norway,NOR,
5794,1928,Athletics,M,Shot Put,John Kuck,GOLD,Amsterdam,Netherlands,United States,USA,
5795,1928,Athletics,M,Shot Put,Herman Brix,SILVER,Amsterdam,Netherlands,United States,USA,
5796,1928,Athletics,M,Shot Put,Emil Hirschfeld,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5797,1928,Athletics,M,Decathlon,Paavo Yrjölä,GOLD,Amsterdam,Netherlands,Finland,FIN,
5798,1928,Athletics,M,Decathlon,Aki Järvinen,SILVER,Amsterdam,Netherlands,Finland,FIN,
5799,1928,Athletics,M,Decathlon,Ken Doherty,BRONZE,Amsterdam,Netherlands,United States,USA,
5815,1928,Boxing,M,Flyweight,Antal Kocsis,GOLD,Amsterdam,Netherlands,Hungary,HUN,
5816,1928,Boxing,M,Flyweight,Armand Apell,SILVER,Amsterdam,Netherlands,France,FRA,
5817,1928,Boxing,M,Flyweight,Carlo Cavagnoli,BRONZE,Amsterdam,Netherlands,Italy,ITA,
5818,1928,Boxing,M,Bantamweight,Vittorio Tamagnini,GOLD,Amsterdam,Netherlands,Italy,ITA,
5819,1928,Boxing,M,Bantamweight,John Daley,SILVER,Amsterdam,Netherlands,United States,USA,
5820,1928,Boxing,M,Bantamweight,Harry Isaacs,BRONZE,Amsterdam,Netherlands,South Africa,ZAF,
5821,1928,Boxing,M,Featherweight,Bep van Klaveren,GOLD,Amsterdam,Netherlands,Netherlands,NLD,
5822,1928,Boxing,M,Featherweight,Victor Peralta,SILVER,Amsterdam,Netherlands,Argentina,ARG,
5823,1928,Boxing,M,Featherweight,Harold Devine,BRONZE,Amsterdam,Netherlands,United States,USA,
5824,1928,Boxing,M,Lightweight,Carlo Orlandi,GOLD,Amsterdam,Netherlands,Italy,ITA,
5825,1928,Boxing,M,Lightweight,Stephen Halaiko,SILVER,Amsterdam,Netherlands,United States,USA,
5826,1928,Boxing,M,Lightweight,Gunnar Berggren,BRONZE,Amsterdam,Netherlands,Sweden,SWE,
5827,1928,Boxing,M,Welterweight,Ted Morgan,GOLD,Amsterdam,Netherlands,New Zealand,NZL,
5828,1928,Boxing,M,Welterweight,Raúl Landini,SILVER,Amsterdam,Netherlands,Argentina,ARG,
5829,1928,Boxing,M,Welterweight,Raymond Smillie,BRONZE,Amsterdam,Netherlands,Canada,CAN,
5830,1928,Boxing,M,Middleweight,Piero Toscani,GOLD,Amsterdam,Netherlands,Italy,ITA,
5831,1928,Boxing,M,Middleweight,Jan Hermánek,SILVER,Amsterdam,Netherlands,Czechoslovakia,CZE,
5832,1928,Boxing,M,Middleweight,Léonard Steyaert,BRONZE,Amsterdam,Netherlands,Belgium,BEL,
5833,1928,Boxing,M,Light Heavyweight,Victor Avendaño,GOLD,Amsterdam,Netherlands,Argentina,ARG,
5834,1928,Boxing,M,Light Heavyweight,Ernst Pistulla,SILVER,Amsterdam,Netherlands,Germany,DEU,
5835,1928,Boxing,M,Light Heavyweight,Karel Miljon,BRONZE,Amsterdam,Netherlands,Netherlands,NLD,
5836,1928,Boxing,M,Heavyweight,Arturo Rodriguez,GOLD,Amsterdam,Netherlands,Argentina,ARG,
5837,1928,Boxing,M,Heavyweight,Nils Ramm,SILVER,Amsterdam,Netherlands,Sweden,SWE,
5838,1928,Boxing,M,Heavyweight,Michael Michælsen,BRONZE,Amsterdam,Netherlands,Denmark,DNK,
5845,1928,Cycling,M,Individual Road Race,Henry Hansen,GOLD,Amsterdam,Netherlands,Denmark,DNK,
5846,1928,Cycling,M,Individual Road Race,Frank Southall,SILVER,Amsterdam,Netherlands,Great Britain,GBR,
5847,1928,Cycling,M,Individual Road Race,Gösta Carlsson,BRONZE,Amsterdam,Netherlands,Sweden,SWE,
5848,1928,Cycling,M,Team Road Race,Henry Hansen,GOLD,Amsterdam,Netherlands,Denmark,DNK,
5849,1928,Cycling,M,Team Road Race,Orla Jørgensen,GOLD,Amsterdam,Netherlands,Denmark,DNK,
5850,1928,Cycling,M,Team Road Race,Leo Nielsen,GOLD,Amsterdam,Netherlands,Denmark,DNK,
5851,1928,Cycling,M,Team Road Race,Frank Southall,SILVER,Amsterdam,Netherlands,Great Britain,GBR,
5852,1928,Cycling,M,Team Road Race,Jack Lauterwasser,SILVER,Amsterdam,Netherlands,Great Britain,GBR,
5853,1928,Cycling,M,Team Road Race,John Middleton,SILVER,Amsterdam,Netherlands,Great Britain,GBR,
5854,1928,Cycling,M,Team Road Race,Gösta Carlsson,BRONZE,Amsterdam,Netherlands,Sweden,SWE,
5855,1928,Cycling,M,Team Road Race,Eric Jansson,BRONZE,Amsterdam,Netherlands,Sweden,SWE,
5856,1928,Cycling,M,Team Road Race,Georg Johnsson,BRONZE,Amsterdam,Netherlands,Sweden,SWE,
5857,1928,Cycling,M,Individual Sprint,Roger Beaufrand,GOLD,Amsterdam,Netherlands,France,FRA,
5858,1928,Cycling,M,Individual Sprint,Antonius Mazairac,SILVER,Amsterdam,Netherlands,Netherlands,NLD,
5859,1928,Cycling,M,Individual Sprint,Villy Hansen,BRONZE,Amsterdam,Netherlands,Denmark,DNK,
5860,1928,Cycling,M,1000m Time Trial,Villy Hansen,GOLD,Amsterdam,Netherlands,Denmark,DNK,
5861,1928,Cycling,M,1000m Time Trial,Gerard Bosch van Drakestein,SILVER,Amsterdam,Netherlands,Netherlands,NLD,
5862,1928,Cycling,M,1000m Time Trial,Dunc Gray,BRONZE,Amsterdam,Netherlands,Australia,AUS,
5863,1928,Cycling,M,2000m Tandem,Daan van Dijk,GOLD,Amsterdam,Netherlands,Netherlands,NLD,
5864,1928,Cycling,M,2000m Tandem,Bernhard Leene,GOLD,Amsterdam,Netherlands,Netherlands,NLD,
5865,1928,Cycling,M,2000m Tandem,Ernest Chambers,SILVER,Amsterdam,Netherlands,Great Britain,GBR,
5866,1928,Cycling,M,2000m Tandem,John Sibbit,SILVER,Amsterdam,Netherlands,Great Britain,GBR,
5867,1928,Cycling,M,2000m Tandem,Karl Köther,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5868,1928,Cycling,M,2000m Tandem,Hans Bernhardt,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5869,1928,Cycling,M,Team Pursuit,Luigi Tasselli,GOLD,Amsterdam,Netherlands,Italy,ITA,
5870,1928,Cycling,M,Team Pursuit,Cesare Facciani,GOLD,Amsterdam,Netherlands,Italy,ITA,
5871,1928,Cycling,M,Team Pursuit,Giacomo Gaioni,GOLD,Amsterdam,Netherlands,Italy,ITA,
5872,1928,Cycling,M,Team Pursuit,Mario Lusiani,GOLD,Amsterdam,Netherlands,Italy,ITA,
5873,1928,Cycling,M,Team Pursuit,Adriaan Braspenninx,SILVER,Amsterdam,Netherlands,Netherlands,NLD,
5874,1928,Cycling,M,Team Pursuit,Jan Maas,SILVER,Amsterdam,Netherlands,Netherlands,NLD,
5875,1928,Cycling,M,Team Pursuit,Johannes Pijnenburg,SILVER,Amsterdam,Netherlands,Netherlands,NLD,
5876,1928,Cycling,M,Team Pursuit,Piet van der Horst,SILVER,Amsterdam,Netherlands,Netherlands,NLD,
5877,1928,Cycling,M,Team Pursuit,George Southall,BRONZE,Amsterdam,Netherlands,Great Britain,GBR,
5878,1928,Cycling,M,Team Pursuit,Harry Wyld,BRONZE,Amsterdam,Netherlands,Great Britain,GBR,
5879,1928,Cycling,M,Team Pursuit,Leonard Wyld,BRONZE,Amsterdam,Netherlands,Great Britain,GBR,
5880,1928,Cycling,M,Team Pursuit,Percy Wyld,BRONZE,Amsterdam,Netherlands,Great Britain,GBR,
5881,1928,Diving,M,Platform,Peter Desjardins,GOLD,Amsterdam,Netherlands,United States,USA,
5882,1928,Diving,M,Platform,Farid Simaika,SILVER,Amsterdam,Netherlands,Egypt,EGY,
5883,1928,Diving,M,Platform,Mickey Galitzen,BRONZE,Amsterdam,Netherlands,United States,USA,
5884,1928,Diving,F,Platform,Elizabeth Becker-Pinkston,GOLD,Amsterdam,Netherlands,United States,USA,
5885,1928,Diving,F,Platform,Georgia Coleman,SILVER,Amsterdam,Netherlands,United States,USA,
5886,1928,Diving,F,Platform,Laura Sjöqvist,BRONZE,Amsterdam,Netherlands,Sweden,SWE,
5887,1928,Diving,M,Springboard,Peter Desjardins,GOLD,Amsterdam,Netherlands,United States,USA,
5888,1928,Diving,M,Springboard,Mickey Galitzen,SILVER,Amsterdam,Netherlands,United States,USA,
5889,1928,Diving,M,Springboard,Farid Simaika,BRONZE,Amsterdam,Netherlands,Egypt,EGY,
5890,1928,Diving,F,Springboard,Helen Meany,GOLD,Amsterdam,Netherlands,United States,USA,
5891,1928,Diving,F,Springboard,Dorothy Poynton-Hill,SILVER,Amsterdam,Netherlands,United States,USA,
5892,1928,Diving,F,Springboard,Georgia Coleman,BRONZE,Amsterdam,Netherlands,United States,USA,
5893,1928,Equestrian,M,Dressage Individual,Carl Friedrich Freiherr von Langen-Parow,GOLD,Amsterdam,Netherlands,Germany,DEU,
5894,1928,Equestrian,M,Dressage Individual,Charles Marion,SILVER,Amsterdam,Netherlands,France,FRA,
5895,1928,Equestrian,M,Dressage Individual,Ragnar Olson,BRONZE,Amsterdam,Netherlands,Sweden,SWE,
5896,1928,Equestrian,M,Dressage Team,Carl Friedrich Freiherr von Langen-Parow,GOLD,Amsterdam,Netherlands,Germany,DEU,
5897,1928,Equestrian,M,Dressage Team,Eugen Freiherr von Lotzbeck,GOLD,Amsterdam,Netherlands,Germany,DEU,
5898,1928,Equestrian,M,Dressage Team,Hermann Linkenbach,GOLD,Amsterdam,Netherlands,Germany,DEU,
5899,1928,Equestrian,M,Dressage Team,Ragnar Olson,SILVER,Amsterdam,Netherlands,Sweden,SWE,
5900,1928,Equestrian,M,Dressage Team,Carl Bonde,SILVER,Amsterdam,Netherlands,Sweden,SWE,
5901,1928,Equestrian,M,Dressage Team,Janne Lundblad,SILVER,Amsterdam,Netherlands,Sweden,SWE,
5902,1928,Equestrian,M,Dressage Team,Jan van Reede,BRONZE,Amsterdam,Netherlands,Netherlands,NLD,
5903,1928,Equestrian,M,Dressage Team,Pierre Versteegh,BRONZE,Amsterdam,Netherlands,Netherlands,NLD,
5904,1928,Equestrian,M,Dressage Team,Gérard Le Heux,BRONZE,Amsterdam,Netherlands,Netherlands,NLD,
5905,1928,Equestrian,M,Jumping Individual,Frantisek Ventura,GOLD,Amsterdam,Netherlands,Czechoslovakia,CZE,
5906,1928,Equestrian,M,Jumping Individual,Pierre Bertran de Balanda,SILVER,Amsterdam,Netherlands,France,FRA,
5907,1928,Equestrian,M,Jumping Individual,Charles-Gustav Kuhn,BRONZE,Amsterdam,Netherlands,Switzerland,CHE,
5908,1928,Equestrian,M,Jumping Team,José Alvarez,GOLD,Amsterdam,Netherlands,Spain,ESP,
5909,1928,Equestrian,M,Jumping Team,Julio Garcia,GOLD,Amsterdam,Netherlands,Spain,ESP,
5910,1928,Equestrian,M,Jumping Team,José Navarro,GOLD,Amsterdam,Netherlands,Spain,ESP,
5911,1928,Equestrian,M,Jumping Team,Kazimierz Szosland,SILVER,Amsterdam,Netherlands,Poland,POL,
5912,1928,Equestrian,M,Jumping Team,Kazimierz Gzowski,SILVER,Amsterdam,Netherlands,Poland,POL,
5913,1928,Equestrian,M,Jumping Team,Michal Antoniewicz,SILVER,Amsterdam,Netherlands,Poland,POL,
5914,1928,Equestrian,M,Jumping Team,Karl Hansen,BRONZE,Amsterdam,Netherlands,Sweden,SWE,
5915,1928,Equestrian,M,Jumping Team,Ernst Hallberg,BRONZE,Amsterdam,Netherlands,Sweden,SWE,
5916,1928,Equestrian,M,Jumping Team,Carl Björnstjerna,BRONZE,Amsterdam,Netherlands,Sweden,SWE,
5917,1928,Equestrian,M,Three-Day Event Individual,Charles Pahud de Mortanges,GOLD,Amsterdam,Netherlands,Netherlands,NLD,
5918,1928,Equestrian,M,Three-Day Event Individual,Gerard de Kruijff,SILVER,Amsterdam,Netherlands,Netherlands,NLD,
5919,1928,Equestrian,M,Three-Day Event Individual,Bruno Neumann,BRONZE,Amsterdam,Netherlands,Germany,DEU,
5920,1928,Equestrian,M,Three-Day Event Team,Gerard de Kruijff,GOLD,Amsterdam,Netherlands,Netherlands,NLD,
5921,1928,Equestrian,M,Three-Day Event Team,Charles Pahud de Mortanges,GOLD,Amsterdam,Netherlands,Netherlands,NLD,
5922,1928,Equestrian,M,Three-Day Event Team,Adolph van der Voort van Zijp,GOLD,Amsterdam,Netherlands,Netherlands,NLD,
5923,1928,Equestrian,M,Three-Day Event Team,Bjart Ording,SILVER,Amsterdam,Netherlands,Norway,NOR,
5924,1928,Equestrian,M,Three-Day Event Team,Arthur Quist,SILVER,Amsterdam,Netherlands,Norway,NOR,
5925,1928,Equestrian,M,Three-Day Event Team,Wilhelm Johansen,SILVER,Amsterdam,Netherlands,Norway,NOR,
5926,1928,Equestrian,M,Three-Day Event Team,Michal Antoniewicz,BRONZE,Amsterdam,Netherlands,Poland,POL,
5927,1928,Equestrian,M,Three-Day Event Team,Józef Trenkwald,BRONZE,Amsterdam,Netherlands,Poland,POL,
5928,1928,Equestrian,M,Three-Day Event Team,Karol von Rómmel,BRONZE,Amsterdam,Netherlands,Poland,POL,
5929,1928,Fencing,M,Foil Individual,Lucien Gaudin,GOLD,Amsterdam,Netherlands,France,FRA,
5930,1928,Fencing,M,Foil Individual,Erwin Casmir,SILVER,Amsterdam,Netherlands,Germany,DEU,
5931,1928,Fencing,M,Foil Individual,Giulio Gaudini,BRONZE,Amsterdam,Netherlands,Italy,ITA,
5932,1928,Fencing,F,Foil Individual,Helene Mayer,GOLD,Amsterdam,Netherlands,Germany,DEU,
5933,1928,Fencing,F,Foil Individual,Muriel Freeman,SILVER,Amsterdam,Netherlands,Great Britain,GBR,
5934,1928,Fencing,F,Foil Individual,Olga Oelkers-Caragioff,BRONZE,Amsterdam,Netherlands,Germany,DEU,
